Geography_Code,Geography_Name,Time_Period,Date,Value,Dataset,Data_Type,Measure,Year,Month,Quarter,Month_Name,Previous_Value,Growth_Rate,Category,demographic_type,demographic_field
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,435.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,8,3,August,421.0,3.33,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:7,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,334.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,8,3,August,435.0,-23.22,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:8,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,214.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,8,3,August,334.0,-35.93,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,22.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,8,3,August,214.0,-89.72,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:10,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,8,3,August,22.0,-100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,8,3,August,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,2402.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,5546.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,2402.0,130.89,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:2,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,2088.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,5546.0,-62.35,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:3,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,904.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,2088.0,-56.7,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:4,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,559.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,904.0,-38.16,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:5,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,522.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,559.0,-6.62,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:6,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,538.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,522.0,3.07,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:7,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,432.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,538.0,-19.7,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:8,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,289.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,432.0,-33.1,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,31.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,289.0,-89.27,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:10,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,31.0,-100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,9,3,September,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,3095.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,6652.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,3095.0,114.93,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:2,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,2620.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,6652.0,-60.61,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:3,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,1135.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,2620.0,-56.68,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:4,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,715.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,1135.0,-37.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:5,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,655.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,715.0,-8.39,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:6,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,690.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,655.0,5.34,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:7,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,608.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,690.0,-11.88,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:8,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,385.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,608.0,-36.68,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,53.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,385.0,-86.23,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:10,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,53.0,-100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,10,4,October,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,3615.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,8071.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,3615.0,123.26,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:2,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,3384.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,8071.0,-58.07,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:3,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,1595.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,3384.0,-52.87,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:4,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,992.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,1595.0,-37.81,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:5,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,924.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,992.0,-6.85,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:6,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,940.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,924.0,1.73,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:7,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,849.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,940.0,-9.68,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:8,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,554.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,849.0,-34.75,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,61.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,554.0,-88.99,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:10,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,61.0,-100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,11,4,November,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,4018.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,9126.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,4018.0,127.13,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:2,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,4079.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,9126.0,-55.3,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:3,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,1977.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,4079.0,-51.53,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:4,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,1261.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,1977.0,-36.22,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:5,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,1137.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,1261.0,-9.83,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:6,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,1164.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,1137.0,2.37,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:7,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,1099.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,1164.0,-5.58,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:8,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,708.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,1099.0,-35.58,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,75.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,708.0,-89.41,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:10,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,75.0,-100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2014,12,4,December,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,4182.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,10180.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,4182.0,143.42,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:2,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,4849.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,10180.0,-52.37,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:3,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,2408.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,4849.0,-50.34,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:4,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,1554.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,2408.0,-35.47,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:5,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,1418.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,1554.0,-8.75,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:6,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,1485.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,1418.0,4.72,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:7,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,1386.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,1485.0,-6.67,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:8,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,892.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,1386.0,-35.64,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,93.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,892.0,-89.57,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:10,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,93.0,-100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,1,1,January,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,5448.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,13345.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,5448.0,144.95,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:2,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,6571.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,13345.0,-50.76,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:3,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,3238.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,6571.0,-50.72,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:4,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,2109.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,3238.0,-34.87,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:5,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,1911.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,2109.0,-9.39,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:6,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,1980.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,1911.0,3.61,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:7,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,1834.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,1980.0,-7.37,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:8,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,1210.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,1834.0,-34.02,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,135.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,1210.0,-88.84,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:10,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,135.0,-100.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,0.0,people_demographic,,V_F_UC_CASELOAD_FULL,2015,2,1,February,0.0,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:9999,Age (bands and single year),str:field:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE
